,itemList
1,sausage,whole milk,semi-finished bread,yogurt
2,whole milk,pastry,salty snack
4356,fruit/vegetable juice,butter
4357,grapes,domestic eggs
4358,bottled beer,rolls/buns,waffles
4359,detergent,salty snack
4360,citrus fruit,long life bakery product
4361,meat,rum
4362,citrus fruit,whole milk
4363,tropical fruit,pickled vegetables,bottled beer
4364,bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces
4365,canned beer,ham
4366,fish,root vegetables
4367,sausage,curd
4368,whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer
4369,frankfurter,meat,roll products ,pip fruit
4370,beef,ice cream
4371,citrus fruit,butter
4372,rolls/buns,rolls/buns
4373,citrus fruit,sugar,specialty chocolate
4374,berries,yogurt
4375,chicken,long life bakery product
4376,other vegetables,pastry
4377,brown bread,bottled water,domestic eggs
4378,rolls/buns,cereals
4379,other vegetables,frozen vegetables
4380,turkey,whipped/sour cream,butter
4381,other vegetables,sliced cheese
4382,male cosmetics,soda
4383,rolls/buns,soft cheese
4384,pastry,frozen fish
4385,chicken,shopping bags
4386,pastry,frankfurter,long life bakery product,whipped/sour cream
4387,whole milk,brown bread
4388,frozen meals,onions
4389,pip fruit,butter,bottled water
4390,rolls/buns,hard cheese
4391,female sanitary products,domestic eggs
4392,soups,coffee
4393,yogurt,salty snack
4394,sausage,beef,salty snack
4395,beef,male cosmetics
4396,chicken,root vegetables
4397,frankfurter,female sanitary products
4398,beef,salt
4399,dessert,coffee,whole milk,cream cheese 
4400,other vegetables,butter
4401,other vegetables,waffles,butter
4402,bottled water,soda
4403,male cosmetics,roll products ,pastry
4404,frankfurter,UHT-milk
4405,other vegetables,vinegar
4406,frankfurter,domestic eggs,frozen dessert
4407,whipped/sour cream,yogurt
4408,ham,beverages,margarine
4409,ham,misc. beverages
4410,pork,curd
4411,onions,soda
4412,shopping bags,whole milk
4413,oil,bottled beer,yogurt
4414,frankfurter,soda,other vegetables,rolls/buns,rolls/buns
4415,popcorn,pork,margarine,beef,butter
4416,rolls/buns,flour
4417,other vegetables,cream cheese 
4418,ham,chicken,canned beer,other vegetables,napkins
4419,citrus fruit,other vegetables
4420,other vegetables,citrus fruit,whole milk,frankfurter,zwieback,other vegetables,domestic eggs,brown bread,sugar
4421,soda,whipped/sour cream
4422,sausage,canned beer
4423,tropical fruit,soda,whipped/sour cream
4424,sausage,soda
4425,bottled water,whole milk
4426,whole milk,sugar
4427,beverages,newspapers
4428,specialty bar,domestic eggs
4429,whole milk,dessert
4430,fruit/vegetable juice,salty snack
4431,hamburger meat,pip fruit,rolls/buns,dishes
4432,rolls/buns,bottled beer
4433,citrus fruit,bottled water,napkins
4434,tropical fruit,rolls/buns,root vegetables
4435,specialty cheese,misc. beverages
4436,beef,root vegetables
4437,dessert,red/blush wine
4438,pip fruit,whole milk,butter milk,yogurt
4439,frankfurter,soda
4440,margarine,rolls/buns,seasonal products
4441,hamburger meat,soda
4442,whole milk,bottled beer
4443,pastry,liquor (appetizer),sliced cheese
4444,root vegetables,cream cheese 
4445,onions,waffles
4446,pip fruit,cling film/bags
4447,beef,dessert
4448,beef,bottled beer,specialty chocolate,yogurt,whole milk
4449,specialty bar,pastry
4450,root vegetables,chocolate,candy
4451,citrus fruit,whole milk
4452,canned beer,red/blush wine,salty snack
4453,beef,whole milk,frozen vegetables,soda
4454,soda,UHT-milk,dessert,napkins
4455,shopping bags,hygiene articles
4456,other vegetables,pip fruit
4457,canned beer,sliced cheese
4458,tropical fruit,canned fish
4459,other vegetables,shopping bags
4460,misc. beverages,margarine
4461,meat,house keeping products
4462,whole milk,curd,yogurt,candy
4463,soda,tropical fruit,other vegetables,bottled water
4464,whole milk,flour
4465,beef,sliced cheese
4466,long life bakery product,onions
4467,chicken,cream
4468,citrus fruit,rolls/buns
4469,coffee,rolls/buns
4470,chicken,citrus fruit,sugar
4471,soft cheese,pork,white bread,fruit/vegetable juice
4472,berries,grapes,onions
4473,specialty chocolate,butter milk
4474,other vegetables,citrus fruit
4475,domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns
4476,whole milk,ice cream
4477,coffee,sauces
4478,turkey,newspapers,white wine
4479,frankfurter,root vegetables
4480,pork,curd
4481,tropical fruit,rolls/buns
4482,frozen meals,tidbits
4483,prosecco,onions
4484,other vegetables,bottled beer
4485,long life bakery product,brown bread,popcorn
4486,chicken,sliced cheese
4487,pork,detergent,bottled beer
4488,soda,liquor (appetizer)
4489,citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream
4490,hamburger meat,tropical fruit,soda
4491,ham,rolls/buns
4492,citrus fruit,herbs,pudding powder
4493,frozen vegetables,canned beer
4494,onions,coffee
4495,dog food,pastry
4496,frankfurter,cream cheese 
4497,rolls/buns,pip fruit
4498,pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda
4499,bottled beer,other vegetables,butter
4500,root vegetables,whole milk
4501,bottled beer,rolls/buns,other vegetables
4502,cat food,tropical fruit,onions,tidbits
4503,napkins,photo/film
4504,sausage,rolls/buns
4505,pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice
4506,frankfurter,specialty bar,whole milk,rice,dishes
4507,pork,whole milk,domestic eggs,sweet spreads
4508,curd,beef,napkins
4509,butter,pastry
4510,whole milk,canned beer,processed cheese
4511,other vegetables,newspapers
4512,canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads
4513,butter,soda
4514,citrus fruit,pastry,salt
4515,curd,other vegetables
4516,hamburger meat,dessert,newspapers
4517,bottled water,butter milk
4518,yogurt,white bread
4519,soda,red/blush wine,root vegetables,butter milk
4520,curd,napkins
4521,rolls/buns,flower (seeds)
4522,hamburger meat,newspapers
4523,whole milk,white bread
4524,bottled beer,whole milk
4525,salty snack,frozen vegetables
4526,citrus fruit,cream cheese 
4527,tropical fruit,other vegetables
4528,soda,tropical fruit,domestic eggs,domestic eggs
4529,candy,long life bakery product
4530,whipped/sour cream,curd
4531,herbs,whole milk,frozen dessert
4532,brown bread,canned beer
4533,candy,pot plants
4534,sausage,root vegetables
4535,pip fruit,soda
4536,whole milk,brown bread
4537,margarine,whipped/sour cream
4538,other vegetables,beverages
4539,root vegetables,root vegetables
4540,sausage,soda,bottled beer,yogurt
4541,tropical fruit,pastry
4542,other vegetables,shopping bags
4543,soda,pork
4544,beef,yogurt
4545,pork,rolls/buns
4546,yogurt,dental care
4547,grapes,chewing gum,curd cheese
4548,berries,other vegetables,butter,newspapers
4549,cling film/bags,canned vegetables
4550,whole milk,sausage,pork,coffee
4551,sugar,seasonal products
4552,berries,whole milk
4553,bottled water,hard cheese
4554,pork,rolls/buns,brown bread,yogurt
4555,rolls/buns,waffles
4556,sausage,bottled water
4557,hamburger meat,yogurt
4558,sliced cheese,whole milk
4559,berries,whole milk
4560,other vegetables,sliced cheese,canned vegetables
4561,curd,pork
4562,other vegetables,herbs
4563,semi-finished bread,whole milk,mustard
4564,yogurt,hygiene articles
4565,sugar,shopping bags
4566,pip fruit,rolls/buns
4567,whipped/sour cream,whipped/sour cream
4568,cream cheese ,rolls/buns
4569,sausage,misc. beverages
4570,fruit/vegetable juice,pastry
4571,other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese
4572,chocolate,root vegetables
4573,pet care,long life bakery product
4574,meat,bottled water,soda
4575,processed cheese,instant coffee
4576,sausage,soda,cooking chocolate,roll products 
4577,sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour
4578,bottled water,whipped/sour cream
4579,citrus fruit,cake bar
4580,berries,margarine
4581,frankfurter,soda,napkins
4582,pastry,seasonal products,butter,bottled beer
4583,tropical fruit,berries
4584,beef,flour
4585,bottled water,whole milk
4586,bottled beer,whole milk,citrus fruit,other vegetables,soft cheese
4587,root vegetables,specialty chocolate,whisky
4588,domestic eggs,dessert
4589,whole milk,bottled beer
4590,tropical fruit,other vegetables,domestic eggs
4591,yogurt,chocolate
4592,frozen fish,pastry
4593,newspapers,pastry
4594,citrus fruit,beverages
4595,pork,whole milk,waffles,whole milk,sugar
4596,frankfurter,liquor (appetizer),red/blush wine
4597,sausage,root vegetables
4598,canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry
4599,dish cleaner,grapes,ketchup
4600,pip fruit,root vegetables
4601,frozen vegetables,canned beer
4602,citrus fruit,processed cheese
4603,meat,whole milk
4604,soda,ham
4605,fruit/vegetable juice,meat,whole milk,root vegetables,frozen meals
4606,bottled beer,soda,candy
4607,shopping bags,shopping bags
4608,citrus fruit,rolls/buns,brandy,candy
4609,bottled water,Instant food products
4610,chicken,margarine
4611,coffee,margarine
4612,flower (seeds),sliced cheese,soups
4613,curd,whole milk,pastry
4614,sausage,butter,yogurt,yogurt
4615,curd,misc. beverages
4616,cream cheese ,sausage,whole milk,pip fruit
4617,curd,yogurt
4618,sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda
4619,domestic eggs,other vegetables,soda
4620,chicken,white bread
4621,pastry,shopping bags,sugar
4622,sausage,frozen vegetables
4623,citrus fruit,canned beer
4624,pip fruit,chocolate,brown bread
4625,pet care,photo/film
4626,root vegetables,frozen vegetables,rolls/buns
4627,ham,frozen meals
4628,butter,brown bread
4629,frozen vegetables,butter
4630,chicken,shopping bags
4631,rolls/buns,whole milk,butter,frozen vegetables
4632,yogurt,napkins,rolls/buns,liquor (appetizer)
4633,meat,tropical fruit,yogurt,candles
4634,meat,frozen potato products
4635,grapes,rolls/buns
4636,herbs,soda
4637,beef,rolls/buns
4638,citrus fruit,whole milk
4639,finished products,canned fish
4640,coffee,misc. beverages
4641,soda,yogurt,sliced cheese
4642,other vegetables,citrus fruit,semi-finished bread,softener
4643,canned beer,yogurt
4644,sausage,whole milk
4645,fish,canned beer
4646,turkey,shopping bags
4647,bottled beer,soda,newspapers
4648,beef,berries
4649,fruit/vegetable juice,chocolate,cat food,coffee
4650,salt,domestic eggs
4651,citrus fruit,other vegetables,fruit/vegetable juice,specialty bar,canned beer
4652,rolls/buns,newspapers
4653,tropical fruit,bottled water
4654,long life bakery product,bottled water
4655,chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese
4656,waffles,whole milk
4657,citrus fruit,other vegetables
4658,pork,whole milk
4659,chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate
4660,bottled beer,packaged fruit/vegetables
4661,hamburger meat,whole milk
4662,yogurt,canned vegetables,seasonal products
4663,bottled beer,domestic eggs
4664,whole milk,chicken,curd,rolls/buns,cereals,bottled water
4665,oil,brown bread,oil,seasonal products
4666,cream cheese ,canned beer,chewing gum
4667,soda,spices,shopping bags
4668,bottled water,rolls/buns
4669,root vegetables,butter milk
4670,frankfurter,white bread
4671,whipped/sour cream,newspapers
4672,packaged fruit/vegetables,house keeping products
4673,frankfurter,pork
4674,butter,whole milk
4675,light bulbs,frozen vegetables,mustard,napkins
4676,tropical fruit,cookware,whole milk,oil
4677,curd,pastry
4678,pip fruit,cake bar
4679,dessert,pot plants
4680,frankfurter,packaged fruit/vegetables
4681,beef,frozen vegetables
4682,female sanitary products,curd
4683,pastry,whipped/sour cream,domestic eggs
4684,pastry,butter
4685,herbs,whole milk
4686,pork,pip fruit
4687,soda,yogurt
4688,hamburger meat,pasta
4689,yogurt,frozen meals
4690,soda,soda
4691,seasonal products,butter,ice cream
4692,processed cheese,roll products 
4693,frankfurter,domestic eggs
4694,candy,soda,candy
4695,bottled water,chocolate
4696,frankfurter,soda
4697,sausage,domestic eggs,mayonnaise,soda
4698,frankfurter,root vegetables
4699,whole milk,onions
4700,sausage,packaged fruit/vegetables
4701,tropical fruit,oil
4702,citrus fruit,brown bread
4703,sausage,packaged fruit/vegetables,misc. beverages
4704,tropical fruit,other vegetables,hygiene articles,brandy
4705,soups,bottled water
4706,domestic eggs,newspapers
4707,whole milk,waffles
4708,frankfurter,tropical fruit
4709,sparkling wine,tropical fruit
4710,other vegetables,coffee,rolls/buns
4711,bottled beer,canned beer,dish cleaner
4712,frankfurter,chicken,white bread,whipped/sour cream,specialty fat,soft cheese
4713,whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner
4714,other vegetables,chewing gum
4715,other vegetables,brown bread,whipped/sour cream
4716,other vegetables,grapes,yogurt,butter milk,candy,soft cheese
4717,meat,oil
4718,whole milk,long life bakery product
4719,other vegetables,instant coffee,instant coffee,hygiene articles
4720,semi-finished bread,brown bread
4721,frankfurter,oil,other vegetables
4722,beef,frozen vegetables
4723,hamburger meat,sliced cheese
4724,berries,rolls/buns
4725,sliced cheese,bottled water
4726,sausage,whole milk,misc. beverages,specialty bar,soda
4727,tropical fruit,dish cleaner,bottled water
4728,whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee
4729,whole milk,hygiene articles
4730,tropical fruit,domestic eggs
4731,berries,soda,fruit/vegetable juice
4732,rolls/buns,mayonnaise
4733,root vegetables,processed cheese,yogurt
4734,other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables
4735,root vegetables,pickled vegetables
4736,frankfurter,whole milk,instant coffee,bottled water
4737,chicken,coffee
4738,dog food,white bread
4739,whole milk,root vegetables
4740,soft cheese,coffee
4741,sausage,newspapers
4742,frozen dessert,yogurt
4743,whole milk,napkins
4744,zwieback,frozen vegetables
4745,frankfurter,whole milk
4746,rolls/buns,whole milk
4747,yogurt,salty snack
4748,misc. beverages,waffles,bottled beer
4749,bottled water,rolls/buns
4750,tropical fruit,whipped/sour cream
4751,tropical fruit,other vegetables
4752,whole milk,soda
4753,sausage,bottled beer
4754,hamburger meat,root vegetables
4755,chewing gum,soft cheese
4756,chicken,curd
4757,citrus fruit,rolls/buns
4758,beef,other vegetables
4759,shopping bags,yogurt
4760,pork,pastry,rolls/buns
4761,yogurt,pet care
4762,pork,shopping bags
4763,soda,pork
4764,whipped/sour cream,whipped/sour cream,fruit/vegetable juice
4765,tropical fruit,yogurt
4766,other vegetables,sugar
4767,soda,shopping bags,canned beer
4768,curd,red/blush wine
4769,shopping bags,coffee
4770,soda,rolls/buns
4771,whipped/sour cream,hygiene articles
4772,long life bakery product,curd,pot plants,soda
4773,processed cheese,salty snack
4774,bottled water,coffee
4775,tropical fruit,organic products
4776,candles,soda
4777,beef,instant coffee
4778,citrus fruit,margarine,white wine
4779,root vegetables,frozen meals,shopping bags,margarine
4780,citrus fruit,white bread,pastry
4781,tropical fruit,fruit/vegetable juice
4782,frankfurter,ice cream
4783,pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns
4784,bottled water,frozen potato products
4785,pastry,UHT-milk
4786,canned beer,tropical fruit
4787,citrus fruit,other vegetables
4788,canned beer,napkins
4789,ham,whole milk
4790,flour,UHT-milk
4791,UHT-milk,tropical fruit
4792,yogurt,rolls/buns
4793,frozen meals,chocolate
4794,whole milk,sliced cheese
4795,other vegetables,fruit/vegetable juice
4796,frozen dessert,herbs,brown bread
4797,coffee,sausage,shopping bags,specialty bar,red/blush wine
4798,chicken,rolls/buns
4799,bottled water,tropical fruit
4800,berries,shopping bags,red/blush wine
4801,brown bread,ice cream,fruit/vegetable juice
4802,UHT-milk,beverages
4803,soda,whole milk
4804,frankfurter,whole milk
4805,specialty fat,condensed milk
4806,other vegetables,pip fruit
4807,whole milk,hamburger meat,newspapers
4808,brown bread,margarine,chocolate,fruit/vegetable juice
4809,grapes,canned fish
4810,pip fruit,canned beer
4811,ham,roll products ,brown bread
4812,meat,domestic eggs,packaged fruit/vegetables
4813,whole milk,other vegetables
4814,margarine,root vegetables
4815,rolls/buns,chicken
4816,sausage,specialty fat
4817,tropical fruit,pip fruit
4818,rolls/buns,long life bakery product,root vegetables
4819,shopping bags,salty snack,house keeping products
4820,cereals,bottled water
4821,other vegetables,candy,napkins
4822,pork,shopping bags
4823,pip fruit,chewing gum
4824,sugar,bottled beer
4825,rolls/buns,pip fruit,rolls/buns,rolls/buns
4826,whole milk,whipped/sour cream
4827,ham,tropical fruit
4828,frankfurter,rolls/buns
4829,whole milk,specialty fat
4830,chocolate,citrus fruit,bottled beer,bottled water,red/blush wine
4831,root vegetables,ice cream
4832,rolls/buns,mayonnaise
4833,rolls/buns,root vegetables
4834,rolls/buns,nuts/prunes,pastry,fruit/vegetable juice
4835,frankfurter,pip fruit
4836,domestic eggs,other vegetables
4837,brown bread,shopping bags
4838,root vegetables,butter,specialty bar,domestic eggs
4839,beef,newspapers,misc. beverages
4840,domestic eggs,roll products ,oil
4841,hard cheese,Instant food products
4842,soda,margarine
4843,root vegetables,fruit/vegetable juice
4844,citrus fruit,napkins
4845,root vegetables,yogurt
4846,chicken,domestic eggs
4847,yogurt,shopping bags,cake bar,yogurt
4848,turkey,newspapers
4849,frankfurter,long life bakery product
4850,pork,fruit/vegetable juice
4851,pip fruit,other vegetables,flour
4852,sausage,white wine,hygiene articles
4853,whole milk,yogurt
4854,yogurt,pastry,waffles
4855,organic sausage,bottled water
4856,yogurt,domestic eggs
4857,other vegetables,whole milk
4858,beef,hair spray
4859,packaged fruit/vegetables,white wine
4860,decalcifier,grapes
4861,bottled water,whole milk
4862,canned beer,cream cheese 
4863,tropical fruit,shopping bags
4864,coffee,whole milk,mustard
4865,bottled water,fruit/vegetable juice
4866,rolls/buns,grapes,shopping bags
4867,whole milk,white bread,newspapers
4868,cream cheese ,shopping bags,shopping bags
4869,tropical fruit,shopping bags
4870,whole milk,grapes,root vegetables,shopping bags
4871,fruit/vegetable juice,soft cheese
4872,frankfurter,hygiene articles,bottled beer
4873,canned beer,berries
4874,cream cheese ,yogurt,bottled beer,bottled beer
4875,yogurt,yogurt
4876,whole milk,yogurt,domestic eggs,newspapers
4877,citrus fruit,yogurt
4878,whole milk,frozen meals,shopping bags,whole milk
4879,chicken,frozen vegetables
4880,mustard,shopping bags,shopping bags
4881,whole milk,yogurt
4882,dessert,long life bakery product,berries,sausage,grapes,frozen meals,candy,soda
4883,root vegetables,instant coffee,root vegetables
4884,pastry,canned beer
4885,sausage,other vegetables
4886,bottled water,other vegetables,light bulbs
4887,citrus fruit,pot plants,pot plants
4888,soda,pastry
4889,chocolate,oil,domestic eggs,fruit/vegetable juice,frozen vegetables,rolls/buns
4890,pip fruit,pastry
4891,other vegetables,red/blush wine
4892,other vegetables,canned beer
4893,frankfurter,red/blush wine,other vegetables
4894,other vegetables,dishes
4895,berries,pastry,shopping bags
4896,oil,other vegetables
4897,citrus fruit,yogurt
4898,whole milk,candy
4899,pork,yogurt
4900,whipped/sour cream,whole milk
4901,onions,other vegetables
4902,hamburger meat,newspapers
4903,rolls/buns,shopping bags
4904,chicken,roll products 
4905,nut snack,bottled beer
4906,turkey,other vegetables
4907,tea,beverages
4908,canned beer,tropical fruit
4909,bottled beer,pip fruit
4910,shopping bags,rice
4911,frozen fish,whipped/sour cream
4912,other vegetables,citrus fruit,root vegetables,whipped/sour cream
4913,beef,baking powder
4914,whole milk,meat,yogurt,yogurt,yogurt
4915,cream cheese ,whole milk
4916,margarine,yogurt
4917,newspapers,dishes
4918,tropical fruit,flour
4919,yogurt,grapes
4920,pip fruit,chocolate
4921,sausage,whole milk
4922,tropical fruit,bottled beer,domestic eggs,rolls/buns,long life bakery product,other vegetables,skin care
4923,whipped/sour cream,other vegetables
4924,pip fruit,cake bar
4925,sweet spreads,newspapers
4926,sliced cheese,napkins
4927,whole milk,newspapers,soda,whipped/sour cream
4928,frankfurter,packaged fruit/vegetables
4929,misc. beverages,soda
4930,chicken,canned beer
4931,onions,specialty chocolate,canned fruit
4932,pastry,chocolate,flour
4933,pip fruit,soda,jam
4934,whole milk,long life bakery product
4935,rolls/buns,margarine
4936,fruit/vegetable juice,pastry
4937,pork,whipped/sour cream
4938,citrus fruit,whole milk,UHT-milk
4939,pork,beverages,misc. beverages,chewing gum
4940,pork,bottled water
4941,chicken,pip fruit
4942,bottled beer,butter
4943,frankfurter,bottled beer,whipped/sour cream,margarine
4944,bottled beer,grapes,candy
4945,beef,frankfurter,other vegetables,brown bread
4946,pastry,whipped/sour cream
4947,misc. beverages,newspapers
4948,sausage,processed cheese
4949,whole milk,sugar
4950,citrus fruit,liquor
4951,tropical fruit,sugar
4952,hygiene articles,shopping bags
4953,sausage,yogurt
4954,canned beer,tropical fruit,bottled beer
4955,rolls/buns,bottled water
4956,citrus fruit,other vegetables
4957,bathroom cleaner,beverages
4958,tropical fruit,root vegetables,rolls/buns
4959,rolls/buns,soft cheese
4960,seasonal products,flower (seeds)
4961,soda,salt
4962,root vegetables,coffee,soda
4963,yogurt,rolls/buns
4964,whole milk,other vegetables,ice cream
4965,soda,tropical fruit
4966,other vegetables,sparkling wine,frozen meals,rolls/buns
4967,chewing gum,other vegetables
4968,organic sausage,specialty chocolate
4969,other vegetables,shopping bags,salty snack
4970,tropical fruit,whole milk
4971,canned beer,sugar,rum
4972,citrus fruit,waffles
4973,whipped/sour cream,soda
4974,hamburger meat,hard cheese
4975,root vegetables,coffee
4976,photo/film,canned beer,salty snack,curd,curd,whole milk,hygiene articles
4977,newspapers,white wine
4978,other vegetables,canned beer
4979,ham,whole milk,sliced cheese,baking powder
4980,whole milk,fruit/vegetable juice
4981,bottled water,chocolate
4982,brown bread,dishes
4983,other vegetables,yogurt
4984,frozen fish,beef
4985,whole milk,rolls/buns
4986,pip fruit,whole milk
4987,sausage,berries,soda,yogurt
4988,meat,yogurt,soda,red/blush wine
4989,butter,whole milk
4990,Instant food products,soda
4991,frankfurter,UHT-milk
4992,rolls/buns,shopping bags
4993,root vegetables,beef
4994,roll products ,toilet cleaner
4995,root vegetables,bottled water
4996,other vegetables,long life bakery product
4997,whole milk,whipped/sour cream,soda
4998,white bread,salty snack
4999,candles,canned beer
5000,sausage,beverages
5001,canned beer,root vegetables,soda
5002,pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream
5003,ice cream,yogurt
5004,ham,cream cheese ,other vegetables,oil,candy
5005,bottled beer,frozen meals,whole milk,root vegetables
5006,rolls/buns,napkins,newspapers
5007,whipped/sour cream,candy,whole milk
5008,frozen vegetables,flour
5009,bottled beer,whole milk
5010,other vegetables,newspapers,rolls/buns
5011,specialty cheese,meat,cat food,bottled beer,newspapers
5012,chicken,whole milk,whole milk,coffee
5013,condensed milk,whole milk
5014,liver loaf,fruit/vegetable juice
5015,tropical fruit,specialty cheese
5016,sausage,canned beer
5017,soda,red/blush wine
5018,whole milk,curd cheese,root vegetables,pastry
5019,newspapers,frozen vegetables,long life bakery product
5020,domestic eggs,pastry
5021,pastry,yogurt
5022,specialty bar,shopping bags,chocolate
5023,citrus fruit,tropical fruit,root vegetables,soda
5024,soda,red/blush wine
5025,onions,domestic eggs,shopping bags
5026,female sanitary products,dishes
5027,liquor,dessert,waffles
5028,ice cream,bottled beer
5029,sausage,whole milk
5030,yogurt,whole milk
5031,other vegetables,canned fish
5032,rolls/buns,tidbits
5033,cleaner,shopping bags
5034,pip fruit,rolls/buns
5035,instant coffee,domestic eggs
5036,sausage,pastry
5037,tropical fruit,misc. beverages
5038,dessert,shopping bags
5039,soda,soda
5040,canned beer,bottled water
5041,other vegetables,coffee
5042,soda,soda,cereals
5043,beverages,rolls/buns,soups,white bread
5044,soda,Instant food products
5045,chocolate,yogurt
5046,rolls/buns,domestic eggs,ice cream,pot plants
5047,tropical fruit,bottled beer
5048,canned beer,whipped/sour cream
5049,whole milk,white bread
5050,pip fruit,hamburger meat,butter,yogurt
5051,beef,canned beer,pastry,whole milk
5052,chicken,rolls/buns
5053,chicken,rolls/buns
5054,citrus fruit,butter milk
5055,onions,specialty cheese,canned fish
5056,pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream
5057,soda,bottled beer,baking powder
5058,tropical fruit,domestic eggs
5059,waffles,shopping bags,soda,cream cheese 
5060,bottled beer,frozen meals
5061,fruit/vegetable juice,curd
5062,UHT-milk,berries
5063,waffles,chicken,hard cheese,dishes
5064,root vegetables,shopping bags,frozen vegetables
5065,whole milk,instant coffee
5066,other vegetables,chocolate
5067,pastry,whole milk,other vegetables,rolls/buns
5068,soda,shopping bags,coffee
5069,canned beer,margarine
5070,rolls/buns,napkins
5071,rolls/buns,other vegetables
5072,tropical fruit,canned beer
5073,soda,other vegetables,other vegetables,soda
5074,light bulbs,whipped/sour cream
5075,hard cheese,specialty bar
5076,citrus fruit,frozen vegetables
5077,onions,specialty bar
5078,canned beer,bottled beer
5079,misc. beverages,other vegetables,specialty chocolate
5080,specialty chocolate,frankfurter,citrus fruit,candy,brown bread
5081,rolls/buns,dessert
5082,white bread,red/blush wine
5083,beef,frozen meals,pastry,white wine,whipped/sour cream
5084,beverages,candles
5085,hamburger meat,whole milk
5086,chicken,coffee
5087,rolls/buns,white bread
5088,whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk
5089,pip fruit,bottled water,bottled water
5090,beef,margarine
5091,sausage,yogurt,candles
5092,rolls/buns,yogurt,newspapers,margarine
5093,sausage,pork,pip fruit,other vegetables,hard cheese
5094,hard cheese,waffles,misc. beverages
5095,herbs,chewing gum
5096,other vegetables,dish cleaner
5097,frankfurter,pip fruit,pip fruit,whole milk,candy
5098,UHT-milk,yogurt,pastry,UHT-milk
5099,whole milk,other vegetables,red/blush wine,coffee,other vegetables,bottled water,bottled water,sugar
5100,beef,soda
5101,frankfurter,coffee
5102,hamburger meat,whipped/sour cream
5103,tropical fruit,fish
5104,meat,ice cream,cleaner
5105,curd,UHT-milk,shopping bags
5106,whole milk,chocolate
5107,root vegetables,bottled beer,fruit/vegetable juice
5108,specialty chocolate,pastry
5109,chewing gum,soda
5110,tropical fruit,frozen fish,chewing gum,newspapers
5111,meat,nuts/prunes
5112,UHT-milk,other vegetables
5113,UHT-milk,frozen fish
5114,other vegetables,sausage,white bread,soda
5115,sausage,whole milk
5116,newspapers,chewing gum
5117,frankfurter,tropical fruit
5118,onions,soda
5119,canned fish,rolls/buns,chocolate,artif. sweetener
5120,canned beer,bottled water
5121,brandy,ham,root vegetables,whole milk
5122,whole milk,pork,rolls/buns
5123,pork,butter
5124,whole milk,pip fruit
5125,sausage,cat food
5126,berries,dog food
5127,rolls/buns,whipped/sour cream
5128,specialty chocolate,soda,chocolate
5129,sausage,whole milk,margarine
5130,pastry,bottled beer
5131,frankfurter,butter,mustard
5132,whipped/sour cream,pork,pastry,soda
5133,berries,brown bread
5134,hamburger meat,yogurt
5135,soda,other vegetables
5136,pork,whole milk
5137,specialty chocolate,pastry
5138,sausage,bottled beer
5139,hamburger meat,cookware,pastry
5140,bottled water,other vegetables,pastry,rolls/buns,domestic eggs
5141,long life bakery product,whole milk
5142,hamburger meat,whole milk
5143,whole milk,soda,pickled vegetables
5144,sausage,UHT-milk
5145,packaged fruit/vegetables,chocolate
5146,coffee,sausage,salt,white wine
5147,pip fruit,processed cheese,yogurt
5148,cake bar,long life bakery product,shopping bags
5149,flower soil/fertilizer,yogurt,specialty chocolate
5150,soda,long life bakery product,pastry
5151,pork,yogurt
5152,root vegetables,butter
5153,beef,condensed milk
5154,chicken,tropical fruit
5155,semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit
5156,beverages,newspapers,newspapers,pastry
5157,soda,pork,curd,Instant food products
5158,canned beer,sugar
5159,chicken,frozen dessert
5160,herbs,brown bread
5161,tropical fruit,brown bread
5162,other vegetables,shopping bags
5163,pork,berries
5164,salty snack,chewing gum
5165,processed cheese,yogurt
5166,bottled water,frozen vegetables,frozen vegetables,UHT-milk
5167,oil,fruit/vegetable juice,domestic eggs
5168,turkey,shopping bags,whole milk
5169,packaged fruit/vegetables,rolls/buns
5170,hamburger meat,butter milk
5171,other vegetables,other vegetables
